Label	Id	FunctionName	obs_n	perm_mean_n	enrich(log2)	p_enrich	within_fdr_enrich	within_BHfdr_enrich	all_fdr_enrich	all_BHfdr_enrich	p_deplete	within_fdr_deplete	within_BHfdr_deplete	all_fdr_deplete	all_BHfdr_deplete	Genes
'0.5%'	hsa04114	['Oocyte meiosis']	4	5.97132000	-0.57804988	0.87204128	1.00000000	1.00000000	0.42535423	1.00000000	0.26285737	0.62063298	0.99997000	0.19485147	0.99997000	['ANAPC7', 'ITPR2', 'PPP1CC', 'PPP3CB']
'0.05%'	hsa04131	['Membrane trafficking']	8	10.95105000	-0.45299730	0.87208128	1.00000000	1.00000000	0.42535423	1.00000000	0.21900781	0.57921200	0.99980000	0.14812319	0.99997000	['AKAP13', 'AP4S1', 'ARHGEF4', 'EPN2', 'FAM109A', 'VPS29', 'VPS35', 'VPS45']
'0.1%'	hsa04915	['Estrogen signaling pathway']	1	2.00294000	-1.00211920	0.87345127	1.00000000	1.00000000	0.42535423	1.00000000	0.39788602	0.62367642	0.99985000	0.26408392	0.99997000	['SP1']
'0.05%'	hsa04040	['Ion channels']	2	3.50358000	-0.80882984	0.87349127	1.00000000	1.00000000	0.42535423	1.00000000	0.31340687	0.59907042	0.99980000	0.22447753	0.99997000	['CACNB3', 'KCNH3']
'0.5%'	hsa04630	['Jak-STAT signaling pathway']	3	4.88886000	-0.70453559	0.88003120	1.00000000	1.00000000	0.42535423	1.00000000	0.26541735	0.62063298	0.99997000	0.19491385	0.99997000	['AKT2', 'EGFR', 'IL12A']
'0.05%'	hsa04510	['Focal adhesion']	1	2.08079000	-1.05713137	0.88267117	1.00000000	1.00000000	0.42535423	1.00000000	0.38022620	0.59907042	0.99980000	0.25106661	0.99997000	['PPP1CC']
'0.5%'	hsa04136	['Autophagy - other']	1	1.90380000	-0.92888193	0.88420116	1.00000000	1.00000000	0.42535423	1.00000000	0.40661593	0.85956381	0.99997000	0.26540636	0.99997000	['ULK2']
'0.5%'	hsa01009	['Protein phosphatases and associated proteins']	27	32.10730000	-0.24994194	0.88470115	1.00000000	1.00000000	0.42535423	1.00000000	0.16408836	0.44543953	0.94615300	0.10240667	0.99997000	['AKAP9', 'CABIN1', 'CSRNP2', 'CTDSPL2', 'DLG2', 'DZIP3', 'FER', 'GRM1', 'GRM7', 'IKZF4', 'LMTK2', 'MCM7', 'MTMR11', 'PPM1E', 'PPP1CC', 'PPP2R3A', 'PPP3CB', 'PPP4R3A', 'PPP4R4', 'PPTC7', 'PTP4A2', 'PTPN22', 'PTPN9', 'PTPRA', 'STRN3', 'UBN1', 'VPS54']
'0.1%'	hsa04012	['ErbB signaling pathway']	1	2.02517000	-1.01804302	0.88545115	1.00000000	1.00000000	0.42535423	1.00000000	0.38256617	0.59581390	0.99985000	0.25106661	0.99997000	['ERBB2']
'0.05%'	hsa04015	['Rap1 signaling pathway']	1	2.15988000	-1.11095116	0.89355106	1.00000000	1.00000000	0.42535423	1.00000000	0.35466645	0.59907042	0.99980000	0.23842987	0.99997000	['FGF7']
'0.1%'	hsa04024	['cAMP signaling pathway']	2	3.69601000	-0.88596866	0.89368106	1.00000000	1.00000000	0.42535423	1.00000000	0.27351726	0.56639578	0.99985000	0.19798544	0.99997000	['ATP2A2', 'PPP1CC']
'0.1%'	hsa05170	['Human immunodeficiency virus 1 infection']	1	2.18380000	-1.12684074	0.89383106	1.00000000	1.00000000	0.42535423	1.00000000	0.35289647	0.59548676	0.99985000	0.23842987	0.99997000	['PDIA3']
'0.05%'	hsa04020	['Calcium signaling pathway']	1	2.19850000	-1.13651953	0.89647104	1.00000000	1.00000000	0.42535423	1.00000000	0.34528655	0.59907042	0.99980000	0.23842987	0.99997000	['ATP2A2']
'0.05%'	hsa05165	['Human papillomavirus infection']	1	2.20757000	-1.14245919	0.89661103	1.00000000	1.00000000	0.42535423	1.00000000	0.34455655	0.59907042	0.99980000	0.23842987	0.99997000	['WNT1']
'0.5%'	hsa00640	['Propanoate metabolism']	1	2.05377000	-1.03827462	0.89706103	1.00000000	1.00000000	0.42535423	1.00000000	0.36620634	0.80564346	0.99997000	0.24121083	0.99997000	['HADHA']
'0.1%'	hsa04611	['Platelet activation']	1	2.17247000	-1.11933625	0.89815102	1.00000000	1.00000000	0.42535423	1.00000000	0.34715653	0.59548676	0.99985000	0.23842987	0.99997000	['PPP1CC']
'0.5%'	hsa05034	['Alcoholism']	4	6.34388000	-0.66536548	0.90267097	1.00000000	1.00000000	0.42535423	1.00000000	0.21363786	0.57701254	0.99997000	0.14812319	0.99997000	['GNAO1', 'PPP1CC', 'SHC4', 'SLC29A2']
'0.5%'	hsa04670	['Leukocyte transendothelial migration']	4	6.26828000	-0.64806963	0.90330097	1.00000000	1.00000000	0.42535423	1.00000000	0.21435786	0.57701254	0.99997000	0.14812319	0.99997000	['MYL9', 'PXN', 'RAC1', 'VAV2']
'0.05%'	hsa04147	['Exosome']	2	3.87493000	-0.95417025	0.90514095	1.00000000	1.00000000	0.42535423	1.00000000	0.24939751	0.57921200	0.99980000	0.18734645	0.99997000	['MVP', 'TUBA1A']
'0.1%'	hsa04070	['Phosphatidylinositol signaling system']	1	2.27585000	-1.18640547	0.90644094	1.00000000	1.00000000	0.42535423	1.00000000	0.32351676	0.56639578	0.99985000	0.22675887	0.99997000	['SYNJ1']
'0.5%'	hsa04371	['Apelin signaling pathway']	7	10.03367000	-0.51942257	0.90706093	1.00000000	1.00000000	0.42535423	1.00000000	0.17772822	0.48232061	0.99997000	0.11150667	0.99997000	['AKT2', 'ITPR2', 'MYLK3', 'PRKAA2', 'PRKAG1', 'PRKCE', 'RPS6KB1']
'0.1%'	hsa05200	['Pathways in cancer']	4	6.70691000	-0.74564824	0.91075089	1.00000000	1.00000000	0.42535423	1.00000000	0.18815812	0.44701962	0.99985000	0.13013435	0.99997000	['ERBB2', 'FGF7', 'SP1', 'WNT1']
'0.05%'	hsa01002	['Peptidases and inhibitors']	2	4.03945000	-1.01415887	0.91781082	1.00000000	1.00000000	0.42535423	1.00000000	0.22349777	0.57921200	0.99980000	0.14812319	0.99997000	['USP34', 'USP42']
'0.1%'	hsa04151	['PI3K-Akt signaling pathway']	3	5.42916000	-0.85576650	0.91873081	1.00000000	1.00000000	0.42535423	1.00000000	0.19521805	0.44701962	0.99985000	0.13529538	0.99997000	['ERBB2', 'FGF7', 'ITGB7']
'0.1%'	hsa04310	['Wnt signaling pathway']	1	2.42140000	-1.27584142	0.91882081	1.00000000	1.00000000	0.42535423	1.00000000	0.29239708	0.56639578	0.99985000	0.20510545	0.99997000	['WNT1']
'0.5%'	hsa05033	['Nicotine addiction']	2	3.84588000	-0.94331375	0.92078079	1.00000000	1.00000000	0.42535423	1.00000000	0.23003770	0.58319692	0.99997000	0.15231661	0.99997000	['GABRA5', 'GABRB3']
'0.5%'	hsa04723	['Retrograde endocannabinoid signaling']	7	10.41826000	-0.57368752	0.92239078	1.00000000	1.00000000	0.42535423	1.00000000	0.15080849	0.41665452	0.89527581	0.08397073	0.99997000	['GABRA5', 'GABRB3', 'GNAO1', 'GRM1', 'ITPR2', 'NDUFA11', 'NDUFB10']
'0.5%'	hsa04640	['Hematopoietic cell lineage']	1	2.52708000	-1.33747134	0.92608074	1.00000000	1.00000000	0.42535423	1.00000000	0.27192728	0.62757580	0.99997000	0.19798544	0.99997000	['KITLG']
'0.1%'	hsa04371	['Apelin signaling pathway']	1	2.50628000	-1.32554760	0.92660073	1.00000000	1.00000000	0.42535423	1.00000000	0.27240728	0.56639578	0.99985000	0.19798544	0.99997000	['PRKAG1']
'0.5%'	hsa05143	['African trypanosomiasis']	1	2.21877000	-1.14976012	0.92683073	1.00000000	1.00000000	0.42535423	1.00000000	0.30374696	0.68693581	0.99997000	0.20909657	0.99997000	['IL12A']
'0.1%'	hsa04723	['Retrograde endocannabinoid signaling']	1	2.57521000	-1.36469008	0.92911071	1.00000000	1.00000000	0.42535423	1.00000000	0.26121739	0.56639578	0.99985000	0.19485147	0.99997000	['NDUFA11']
'0.5%'	hsa04610	['Complement and coagulation cascades']	1	2.58257000	-1.36880745	0.93266067	1.00000000	1.00000000	0.42535423	1.00000000	0.25669743	0.61228469	0.99997000	0.19467221	0.99997000	['SERPINC1']
'0.1%'	hsa04270	['Vascular smooth muscle contraction']	1	2.55713000	-1.35452551	0.93268067	1.00000000	1.00000000	0.42535423	1.00000000	0.25941741	0.56639578	0.99985000	0.19467221	0.99997000	['PPP1CC']
'0.5%'	hsa01002	['Peptidases and inhibitors']	25	31.88599000	-0.35099458	0.93422066	1.00000000	1.00000000	0.42535423	1.00000000	0.09821902	0.32084521	0.74967169	0.04570164	0.99997000	['ABHD13', 'ADAMTS6', 'ADGRB2', 'ADGRB3', 'AGBL1', 'APP', 'ASTL', 'BIRC6', 'C9orf3', 'CAPN3', 'FETUB', 'HP', 'PRSS27', 'PSMB7', 'QPCTL', 'SERPINA10', 'SERPINC1', 'SPPL2C', 'TMPRSS7', 'UCHL5', 'USP15', 'USP33', 'USP34', 'USP42', 'USP48']
'0.5%'	hsa05110	['Vibrio cholerae infection']	1	2.47492000	-1.30738189	0.93521065	1.00000000	1.00000000	0.42535423	1.00000000	0.26449736	0.62063298	0.99997000	0.19491385	0.99997000	['ATP6V1D']
'0.5%'	hsa04928	['Parathyroid hormone synthesis, secretion and action']	5	8.17853000	-0.70991346	0.93718063	1.00000000	1.00000000	0.42535423	1.00000000	0.14098859	0.39913576	0.87128866	0.07786273	0.99997000	['AKAP13', 'EGFR', 'ITPR2', 'RUNX2', 'SP1']
'0.5%'	hsa04971	['Gastric acid secretion']	3	5.50978000	-0.87703221	0.93965060	1.00000000	1.00000000	0.42535423	1.00000000	0.16443836	0.44543953	0.94615300	0.10240667	0.99997000	['ITPR2', 'KCNJ1', 'MYLK3']
'0.1%'	hsa04728	['Dopaminergic synapse']	1	2.74858000	-1.45868647	0.94250057	1.00000000	1.00000000	0.42535423	1.00000000	0.22864771	0.49922657	0.99985000	0.15231661	0.99997000	['PPP1CC']
'0.1%'	hsa05131	['Shigellosis']	1	2.76433000	-1.46692985	0.94261057	1.00000000	1.00000000	0.42535423	1.00000000	0.22834772	0.49922657	0.99985000	0.15231661	0.99997000	['SEPT12']
'0.5%'	hsa04030	['G protein-coupled receptors']	10	14.74197000	-0.55992933	0.94311057	1.00000000	1.00000000	0.42535423	1.00000000	0.10491895	0.32684580	0.75596640	0.04570164	0.99997000	['ADGRB2', 'ADGRB3', 'CRHR1', 'GPR39', 'GRM1', 'GRM7', 'OPN1SW', 'P2RY14', 'PTGER2', 'PTGER4']
'0.5%'	hsa04912	['GnRH signaling pathway']	4	6.95765000	-0.79860011	0.94398056	1.00000000	1.00000000	0.42535423	1.00000000	0.13751862	0.39016138	0.87128866	0.07344354	0.99997000	['EGFR', 'ITPR2', 'MAPK7', 'SRC']
'0.5%'	hsa04072	['Phospholipase D signaling pathway']	8	12.13884000	-0.60155866	0.94762052	1.00000000	1.00000000	0.42535423	1.00000000	0.10711893	0.32684580	0.75596640	0.04774633	0.99997000	['AKT2', 'CYTH3', 'DGKA', 'EGFR', 'GRM1', 'GRM7', 'KITLG', 'SHC4']
'0.05%'	hsa04151	['PI3K-Akt signaling pathway']	1	2.83123000	-1.50142895	0.94775052	1.00000000	1.00000000	0.42535423	1.00000000	0.21340787	0.57921200	0.99980000	0.14812319	0.99997000	['FGF7']
'0.5%'	hsa04720	['Long-term potentiation']	4	7.00780000	-0.80896160	0.94827052	1.00000000	1.00000000	0.42535423	1.00000000	0.13000870	0.37056911	0.86399697	0.06733476	0.99997000	['GRM1', 'ITPR2', 'PPP1CC', 'PPP3CB']
'0.5%'	hsa04973	['Carbohydrate digestion and absorption']	1	2.74617000	-1.45742094	0.95287047	1.00000000	1.00000000	0.42535423	1.00000000	0.20915791	0.56866754	0.99997000	0.14496027	0.99997000	['AKT2']
'0.5%'	hsa04024	['cAMP signaling pathway']	10	14.97141000	-0.58221010	0.95313047	1.00000000	1.00000000	0.42535423	1.00000000	0.08768912	0.30864651	0.73490265	0.04249158	0.99997000	['AKT2', 'ATP2A1', 'ATP2A2', 'MYL9', 'NFKB1', 'PPP1CC', 'PTGER2', 'RAC1', 'RELA', 'VAV2']
'0.5%'	hsa04960	['Aldosterone-regulated sodium reabsorption']	1	2.62485000	-1.39223498	0.95465045	1.00000000	1.00000000	0.42535423	1.00000000	0.21498785	0.57701254	0.99997000	0.14812319	0.99997000	['KCNJ1']
'0.5%'	hsa04611	['Platelet activation']	5	8.66975000	-0.79406230	0.95658043	1.00000000	1.00000000	0.42535423	1.00000000	0.10320897	0.32684580	0.75596640	0.04570164	0.99997000	['AKT2', 'ITPR2', 'MYLK3', 'PPP1CC', 'SRC']
'0.1%'	hsa04072	['Phospholipase D signaling pathway']	1	3.06362000	-1.61523736	0.96054039	1.00000000	1.00000000	0.42535423	1.00000000	0.17644824	0.44701962	0.99985000	0.11139290	0.99997000	['CYTH3']
'0.5%'	hsa04270	['Vascular smooth muscle contraction']	6	10.01167000	-0.73864824	0.96090039	1.00000000	1.00000000	0.42535423	1.00000000	0.09038910	0.30864651	0.73490265	0.04375931	0.99997000	['ITPR2', 'MYL9', 'MYLK3', 'PLA2G3', 'PPP1CC', 'PRKCE']
'0.5%'	hsa00536	['Glycosaminoglycan binding proteins']	7	11.86106000	-0.76080612	0.96906031	1.00000000	1.00000000	0.42535423	1.00000000	0.06973930	0.25804579	0.68638156	0.03056121	0.99997000	['APP', 'FGF7', 'HPSE2', 'IL12A', 'SERPINC1', 'WNT1', 'WNT10B']
'0.5%'	hsa04141	['Protein processing in endoplasmic reticulum']	4	7.78302000	-0.96033006	0.96929031	1.00000000	1.00000000	0.42535423	1.00000000	0.08435916	0.29650500	0.73490265	0.03803553	0.99997000	['DNAJA2', 'PDIA3', 'RAD23A', 'RNF185']
'0.1%'	hsa04040	['Ion channels']	3	6.71014000	-1.16138037	0.97016030	1.00000000	1.00000000	0.42535423	1.00000000	0.08654913	0.27281583	0.99985000	0.04249158	0.99997000	['CACNA2D3', 'CACNB3', 'KCNH3']
'0.5%'	hsa05414	['Dilated cardiomyopathy (DCM)']	5	8.91815000	-0.83481637	0.97065029	1.00000000	1.00000000	0.42535423	1.00000000	0.07583924	0.27289077	0.70909691	0.03088762	0.99997000	['ATP2A1', 'ATP2A2', 'CACNA2D3', 'CACNB3', 'ITGB7']
'0.5%'	hsa04070	['Phosphatidylinositol signaling system']	5	9.05996000	-0.85757659	0.97079029	1.00000000	1.00000000	0.42535423	1.00000000	0.07565924	0.27289077	0.70909691	0.03088762	0.99997000	['DGKA', 'INPP5B', 'INPP5F', 'ITPR2', 'SYNJ1']
'0.5%'	hsa04929	['GnRH secretion']	3	6.25342000	-1.05968292	0.97111029	1.00000000	1.00000000	0.42535423	1.00000000	0.09015910	0.30864651	0.73490265	0.04375931	0.99997000	['AKT2', 'HCN1', 'ITPR2']
'0.5%'	hsa04050	['Cytokine receptors']	1	3.43772000	-1.78145204	0.97215028	1.00000000	1.00000000	0.42535423	1.00000000	0.13167868	0.37292860	0.86399697	0.06807396	0.99997000	['EDAR']
'0.5%'	hsa02010	['ABC transporters']	1	3.40155000	-1.76619230	0.97760022	1.00000000	1.00000000	0.42535423	1.00000000	0.11988880	0.35434167	0.81524385	0.06106748	0.99997000	['ABCA12']
'0.5%'	hsa04930	['Type II diabetes mellitus']	1	3.32638000	-1.73395299	0.97887021	1.00000000	1.00000000	0.42535423	1.00000000	0.11896881	0.35434167	0.81524385	0.06027324	0.99997000	['PRKCE']
'0.5%'	hsa04728	['Dopaminergic synapse']	6	11.10991000	-0.88881272	0.98036020	1.00000000	1.00000000	0.42535423	1.00000000	0.04872951	0.20735419	0.58789799	0.01837009	0.99997000	['AKT2', 'GNAO1', 'ITPR2', 'PPP1CC', 'PPP2R3A', 'PPP3CB']
'0.5%'	hsa00230	['Purine metabolism']	4	8.50252000	-1.08789049	0.98084019	1.00000000	1.00000000	0.42535423	1.00000000	0.05401946	0.21185909	0.59421406	0.02015634	0.99997000	['NT5C2', 'NT5M', 'PDE8A', 'XDH']
'0.05%'	hsa02000	['Transporters']	1	3.86237000	-1.94948638	0.98098019	1.00000000	1.00000000	0.42535423	1.00000000	0.09535905	0.43487500	0.99980000	0.04375931	0.99997000	['SLC5A10']
'0.5%'	hsa04015	['Rap1 signaling pathway']	10	16.37070000	-0.71111601	0.98144019	1.00000000	1.00000000	0.42535423	1.00000000	0.03876961	0.19621957	0.56085587	0.01350687	0.99997000	['AKT2', 'EGFR', 'FGF7', 'GNAO1', 'KITLG', 'PRKD1', 'PRKD3', 'RAC1', 'SRC', 'VAV2']
'0.5%'	hsa04080	['Neuroactive ligand-receptor interaction']	10	16.57554000	-0.72905587	0.98208018	1.00000000	1.00000000	0.42535423	1.00000000	0.03784962	0.19621957	0.56085587	0.01184522	0.99997000	['CRHR1', 'GABRA5', 'GABRB3', 'GRID2', 'GRM1', 'GRM7', 'NPFF', 'P2RY14', 'PTGER2', 'PTGER4']
'0.5%'	hsa04217	['Necroptosis']	1	3.88599000	-1.95828219	0.98280017	1.00000000	1.00000000	0.42535423	1.00000000	0.08878911	0.30864651	0.73490265	0.04249158	0.99997000	['FAF1']
'0.5%'	hsa04151	['PI3K-Akt signaling pathway']	14	21.75960000	-0.63622521	0.98343017	1.00000000	1.00000000	0.42535423	1.00000000	0.03210968	0.18050190	0.55538445	0.00992951	0.99997000	['AKT2', 'CDK4', 'CHUK', 'EGFR', 'ERBB2', 'FGF7', 'ITGB7', 'KITLG', 'NFKB1', 'PPP2R3A', 'PRKAA2', 'RAC1', 'RELA', 'RPS6KB1']
'0.5%'	hsa05146	['Amoebiasis']	3	7.18552000	-1.26013006	0.98423016	1.00000000	1.00000000	0.42535423	1.00000000	0.05086949	0.20735419	0.59421406	0.01837009	0.99997000	['IL12A', 'NFKB1', 'RELA']
'0.5%'	hsa04020	['Calcium signaling pathway']	10	16.68786000	-0.73879896	0.98552014	1.00000000	1.00000000	0.42535423	1.00000000	0.03266967	0.18050190	0.55538445	0.00992951	0.99997000	['ATP2A1', 'ATP2A2', 'EGFR', 'ERBB2', 'GRM1', 'ITPR2', 'MCU', 'MYLK3', 'PHKG2', 'PPP3CB']
'0.5%'	hsa04726	['Serotonergic synapse']	4	8.67760000	-1.11729609	0.98592014	1.00000000	1.00000000	0.42535423	1.00000000	0.04384956	0.19621957	0.56550814	0.01565639	0.99997000	['APP', 'GABRB3', 'GNAO1', 'ITPR2']
'0.5%'	hsa05031	['Amphetamine addiction']	2	5.59385000	-1.48384157	0.98775012	1.00000000	1.00000000	0.42535423	1.00000000	0.05389946	0.21185909	0.59421406	0.02015634	0.99997000	['PPP1CC', 'PPP3CB']
'0.1%'	hsa04015	['Rap1 signaling pathway']	1	4.14452000	-2.05120502	0.98780012	1.00000000	1.00000000	0.42535423	1.00000000	0.06981930	0.22049556	0.99985000	0.03056121	0.99997000	['FGF7']
'0.5%'	hsa00512	['Mucin type O-glycan biosynthesis']	1	3.29677000	-1.72105324	0.98905011	1.00000000	1.00000000	0.42535423	1.00000000	0.09325907	0.30864651	0.74210407	0.04375931	0.99997000	['GALNT13']
'0.5%'	hsa04724	['Glutamatergic synapse']	7	13.09623000	-0.90372474	0.98925011	1.00000000	1.00000000	0.42535423	1.00000000	0.02758972	0.16455789	0.54308194	0.00818389	0.99997000	['GNAO1', 'GRM1', 'GRM7', 'ITPR2', 'PPP3CB', 'SHANK2', 'SLC1A3']
'0.5%'	hsa05032	['Morphine addiction']	4	9.18536000	-1.19933627	0.99035010	1.00000000	1.00000000	0.42535423	1.00000000	0.03042970	0.17258000	0.55538445	0.00992951	0.99997000	['GABRA5', 'GABRB3', 'GNAO1', 'PDE8A']
'0.5%'	hsa02000	['Transporters']	20	30.70573000	-0.61850790	0.99212008	1.00000000	1.00000000	0.42535423	1.00000000	0.01449986	0.08748176	0.31899681	0.00487246	0.85625460	['ABCA12', 'MCU', 'RFT1', 'SFXN2', 'SLC13A2', 'SLC17A9', 'SLC1A3', 'SLC22A7', 'SLC25A13', 'SLC25A47', 'SLC28A1', 'SLC29A2', 'SLC39A14', 'SLC47A1', 'SLC47A2', 'SLC5A10', 'SLC6A12', 'SLC7A6', 'STARD3', 'TMBIM6']
'0.5%'	hsa04923	['Regulation of lipolysis in adipocytes']	1	3.88950000	-1.95958471	0.99263007	1.00000000	1.00000000	0.42535423	1.00000000	0.06210938	0.24799371	0.64524744	0.02461185	0.99997000	['AKT2']
'0.5%'	hsa04961	['Endocrine and other factor-regulated calcium reabsorption']	1	4.44980000	-2.15374049	0.99433006	1.00000000	1.00000000	0.42535423	1.00000000	0.04048960	0.19621957	0.56085587	0.01429606	0.99997000	['CLTC']
'0.5%'	hsa04131	['Membrane trafficking']	66	85.48594000	-0.37322113	0.99568004	1.00000000	1.00000000	0.42535423	1.00000000	0.00641994	0.04169231	0.18469661	0.00239462	0.55408984	['AKAP13', 'ALDOC', 'ANKRD13A', 'ANKRD13C', 'AP4M1', 'AP4S1', 'ARF5', 'ARFIP1', 'ARHGAP42', 'ARHGEF4', 'BAG3', 'BAIAP2L1', 'BLOC1S6', 'BORCS6', 'CARMIL2', 'CLTC', 'COG5', 'COPG2', 'CYTH3', 'DMXL2', 'DOCK6', 'EPN2', 'ERC1', 'FAM109A', 'FCHSD2', 'FER', 'GBF1', 'GCC1', 'GIPC2', 'GOLGA4', 'GOLPH3L', 'INPP5B', 'LLGL1', 'LRP1', 'MAN2C1', 'NBEA', 'PDIA3', 'PGAP3', 'PITPNM2', 'PLCH1', 'PLEK2', 'PRKAA2', 'PSD', 'RAB10', 'RAB2A', 'RAB35', 'RAC1', 'RNF41', 'SCARB1', 'SERINC4', 'SH3BP4', 'SNX1', 'SRC', 'STX12', 'STX6', 'SYNJ1', 'TCAP', 'ULK2', 'USP15', 'VPS29', 'VPS35', 'VPS39', 'VPS45', 'VPS54', 'YIPF3', 'YIPF4']
'0.5%'	hsa00514	['Other types of O-glycan biosynthesis']	1	4.23949000	-2.08389072	0.99612004	1.00000000	1.00000000	0.42535423	1.00000000	0.03809962	0.19621957	0.56085587	0.01184522	0.99997000	['GALNT13']
'0.1%'	hsa02000	['Transporters']	2	7.43489000	-1.89431140	0.99625004	1.00000000	1.00000000	0.42535423	1.00000000	0.01711983	0.08674500	0.99985000	0.00487246	0.96042240	['MCU', 'SLC5A10']
'0.1%'	hsa04515	['Cell adhesion molecules']	1	5.17065000	-2.37034565	0.99642004	1.00000000	1.00000000	0.42535423	1.00000000	0.02535975	0.08674500	0.99985000	0.00818389	0.99997000	['ITGB7']
'0.5%'	hsa04090	['CD molecules']	6	14.30716000	-1.25370292	0.99743003	1.00000000	1.00000000	0.42535423	1.00000000	0.00782992	0.04828857	0.20917077	0.00268690	0.62751230	['CD28', 'CD63', 'CTLA4', 'ERBB2', 'ICOS', 'LRP1']
'0.5%'	hsa04935	['Growth hormone synthesis, secretion and action']	3	9.08990000	-1.59930192	0.99788002	1.00000000	1.00000000	0.42535423	1.00000000	0.00994990	0.06299867	0.24808419	0.00437417	0.69773677	['AKT2', 'ITPR2', 'SHC4']
'0.5%'	hsa04725	['Cholinergic synapse']	3	9.79542000	-1.70714485	0.99882001	1.00000000	1.00000000	0.42535423	1.00000000	0.00523995	0.03512250	0.16331170	0.00207333	0.48993510	['AKT2', 'GNAO1', 'ITPR2']
'0.5%'	hsa04918	['Thyroid hormone synthesis']	1	5.72258000	-2.51666573	0.99887001	1.00000000	1.00000000	0.42535423	1.00000000	0.01144989	0.06883750	0.26764107	0.00477373	0.75569244	['ITPR2']
'0.5%'	hsa04040	['Ion channels']	14	26.55801000	-0.92372022	0.99941001	1.00000000	1.00000000	0.42535423	1.00000000	0.00168998	0.01924000	0.07900671	0.00026267	0.23702013	['ANO4', 'CACNA2D3', 'CACNB3', 'GABRA5', 'GABRB3', 'GRID2', 'HCN1', 'HVCN1', 'ITPR2', 'KCNC1', 'KCNH3', 'KCNJ1', 'SCN2A', 'SCN3A']
'0.5%'	hsa04360	['Axon guidance']	7	16.92346000	-1.27359773	0.99955000	1.00000000	1.00000000	0.42535423	1.00000000	0.00146999	0.01924000	0.07853921	0.00026267	0.23561764	['MYL9', 'NCK1', 'NEO1', 'NFATC3', 'PPP3CB', 'RAC1', 'SRC']
'0.5%'	hsa04970	['Salivary secretion']	1	6.53552000	-2.70830203	0.99978000	1.00000000	1.00000000	0.42535423	1.00000000	0.00315997	0.02537900	0.11818282	0.00062963	0.35454845	['ITPR2']
'0.5%'	hsa04512	['ECM-receptor interaction']	1	7.74848000	-2.95391333	0.99992000	1.00000000	1.00000000	0.42535423	1.00000000	0.00139999	0.01924000	0.07853921	0.00026267	0.23561764	['ITGB7']
'0.5%'	hsa04515	['Cell adhesion molecules']	6	18.78054000	-1.64620414	0.99997000	1.00000000	1.00000000	0.42535423	1.00000000	0.00007000	0.00099500	0.01308987	0.00001833	0.03926961	['CADM1', 'CDH12', 'DSC2', 'ITGB7', 'NEGR1', 'SDK1']
'0.5%'	hsa01003	['Glycosyltransferases']	3	14.36760000	-2.25978468	0.99999000	1.00000000	1.00000000	0.42535423	1.00000000	0.00007000	0.00099500	0.01308987	0.00001833	0.03926961	['FUT5', 'GALNT13', 'ST8SIA1']
'0.5%'	hsa04713	['Circadian entrainment']	2	10.66386000	-2.41465784	0.99999000	1.00000000	1.00000000	0.42535423	1.00000000	0.00036000	0.00414500	0.03365966	0.00012667	0.10097899	['GNAO1', 'RPS6KA5']
'0.5%'	hsa03060	['Protein export']	0	1.09643000		1.00000000	1.00000000	1.00000000	0.42535423	1.00000000	0.23169768	0.58319692	0.99997000	0.15231661	0.99997000	None
'0.05%'	hsa03020	['RNA polymerase']	0	0.07441000		1.00000000	1.00000000	1.00000000	0.42535423	1.00000000	0.92807072	0.97431332	0.99980000	0.41982046	0.99997000	None
'0.05%'	hsa03018	['RNA degradation']	0	0.28725000		1.00000000	1.00000000	1.00000000	0.42535423	1.00000000	0.74889251	0.87984993	0.99980000	0.41982046	0.99997000	None
'0.5%'	hsa03320	['PPAR signaling pathway']	0	2.63060000		1.00000000	1.00000000	1.00000000	0.42535423	1.00000000	0.06188938	0.24799371	0.64524744	0.02423341	0.99997000	None
'0.5%'	hsa03020	['RNA polymerase']	0	0.64669000		1.00000000	1.00000000	1.00000000	0.42535423	1.00000000	0.51494485	0.97416029	0.99997000	0.31918149	0.99997000	None
'0.5%'	hsa03430	['Mismatch repair']	0	0.83723000		1.00000000	1.00000000	1.00000000	0.42535423	1.00000000	0.41322587	0.86097821	0.99997000	0.26899708	0.99997000	None
'0.05%'	hsa04122	['Sulfur relay system']	0	0.01006000		1.00000000	1.00000000	1.00000000	0.42535423	1.00000000	0.98998010	0.99151585	0.99980000	0.41982046	0.99997000	None
'0.05%'	hsa03011	['Ribosome']	0	0.20166000		1.00000000	1.00000000	1.00000000	0.42535423	1.00000000	0.81727183	0.90681596	0.99980000	0.41982046	0.99997000	None
'0.05%'	hsa01003	['Glycosyltransferases']	0	1.91635000		1.00000000	1.00000000	1.00000000	0.42535423	1.00000000	0.13789862	0.43799600	0.99980000	0.07543805	0.99997000	None
'0.05%'	hsa01004	['Lipid biosynthesis proteins']	0	0.43084000		1.00000000	1.00000000	1.00000000	0.42535423	1.00000000	0.64659353	0.81144777	0.99980000	0.38856306	0.99997000	None
'0.05%'	hsa01006	['Prenyltransferases']	0	0.08659000		1.00000000	1.00000000	1.00000000	0.42535423	1.00000000	0.91640084	0.96895487	0.99980000	0.41982046	0.99997000	None
'0.05%'	hsa04216	['Ferroptosis']	0	0.15016000		1.00000000	1.00000000	1.00000000	0.42535423	1.00000000	0.85977140	0.93901240	0.99980000	0.41982046	0.99997000	None
