Label	Id	FunctionName	obs_n	perm_mean_n	enrich(log2)	p_enrich	fdr_enrich	BHfdr_enrich	p_deplete	fdr_deplete	BHfdr_deplete	Genes
0.5%	hsa00360	['Phenylalanine metabolism']	1	0.32908000	1.60348975	0.28952710	0.37173779	1.00000000	0.96301037	0.42134190	0.99997000	['ALDH3A1']
0.5%	hsa00062	['Fatty acid elongation']	2	1.07074000	0.90139180	0.29058709	0.37173779	1.00000000	0.91516085	0.42134190	0.99997000	['HADHA', 'THEM5']
0.1%	hsa00620	['Pyruvate metabolism']	1	0.34082000	1.55291810	0.29306707	0.37173779	1.00000000	0.95648044	0.42134190	0.99997000	['ALDH2']
0.1%	hsa00380	['Tryptophan metabolism']	1	0.34384000	1.54019071	0.29348707	0.37173779	1.00000000	0.95456045	0.42134190	0.99997000	['ALDH2']
0.05%	hsa01007	['Amino acid related enzymes']	1	0.34516000	1.53466281	0.29464705	0.37173779	1.00000000	0.95442046	0.42134190	0.99997000	['DARS2']
0.1%	hsa03051	['Proteasome']	1	0.34789000	1.52329689	0.29631704	0.37173779	1.00000000	0.95336047	0.42134190	0.99997000	['RAD23A']
0.05%	hsa04014	['Ras signaling pathway']	3	1.91054000	0.65098204	0.29896701	0.37342978	1.00000000	0.87660123	0.42134190	0.99997000	['BRAP', 'FGF7', 'REL']
0.1%	hsa03440	['Homologous recombination']	1	0.35431000	1.49691591	0.30016700	0.37360204	1.00000000	0.95155048	0.42134190	0.99997000	['TOP3A']
0.1%	hsa04914	['Progesterone-mediated oocyte maturation']	2	1.10542000	0.85540538	0.30285697	0.37603545	1.00000000	0.90413096	0.42134190	0.99997000	['ANAPC7', 'KIF22']
0.05%	hsa05012	['Parkinson disease']	2	1.10231000	0.85946999	0.30292697	0.37603545	1.00000000	0.90638094	0.42134190	0.99997000	['KLC3', 'TUBA1A']
0.1%	hsa05219	['Bladder cancer']	1	0.37283000	1.42341014	0.31516685	0.39417405	1.00000000	0.94801052	0.42134190	0.99997000	['ERBB2']
0.05%	hsa04934	['Cushing syndrome']	2	1.14603000	0.80335519	0.31777682	0.39484179	1.00000000	0.89333107	0.42134190	0.99997000	['KMT2D', 'WNT1']
0.5%	hsa04137	['Mitophagy - animal']	4	2.93916000	0.44459610	0.31828682	0.39484179	1.00000000	0.86481135	0.42134190	0.99997000	['RELA', 'SP1', 'SRC', 'USP15']
0.5%	hsa05160	['Hepatitis C']	7	5.55236000	0.33425381	0.31840682	0.39484179	1.00000000	0.81393186	0.42134190	0.99997000	['AKT2', 'CDK4', 'CHUK', 'EGFR', 'NFKB1', 'RELA', 'SCARB1']
0.1%	hsa04261	['Adrenergic signaling in cardiomyocytes']	4	2.86929000	0.47930621	0.32061679	0.39484179	1.00000000	0.84815152	0.42134190	0.99997000	['ATP2A2', 'CACNA2D3', 'CACNB3', 'PPP1CC']
0.05%	hsa04340	['Hedgehog signaling pathway']	1	0.38373000	1.38183654	0.32192678	0.39484179	1.00000000	0.94509055	0.42134190	0.99997000	['CSNK1G1']
0.05%	hsa03032	['DNA replication proteins']	1	0.38978000	1.35926803	0.32375676	0.39484179	1.00000000	0.94191058	0.42134190	0.99997000	['PRKDC']
0.5%	hsa04710	['Circadian rhythm']	3	2.01449000	0.57454786	0.32654673	0.39993333	1.00000000	0.87193128	0.42134190	0.99997000	['BHLHE41', 'PRKAA2', 'PRKAG1']
0.5%	hsa04215	['Apoptosis - multiple species']	2	1.16922000	0.77445359	0.32841672	0.40066660	1.00000000	0.90095099	0.42134190	0.99997000	['BBC3', 'BIRC6']
0.5%	hsa04211	['Longevity regulating pathway']	7	5.64769000	0.30969402	0.32992670	0.40066660	1.00000000	0.80944191	0.42134190	0.99997000	['AKT2', 'NFKB1', 'PRKAA2', 'PRKAG1', 'RELA', 'RPS6KB1', 'SESN3']
0.5%	hsa05215	['Prostate cancer']	7	5.64003000	0.31165209	0.33035670	0.40066660	1.00000000	0.80960190	0.42134190	0.99997000	['AKT2', 'CHUK', 'EGFR', 'ERBB2', 'LEF1', 'NFKB1', 'RELA']
0.1%	hsa05164	['Influenza A']	2	1.18146000	0.75942921	0.33237668	0.40066660	1.00000000	0.88673113	0.42134190	0.99997000	['KPNA6', 'XPO1']
0.1%	hsa00536	['Glycosaminoglycan binding proteins']	4	2.92647000	0.45083851	0.33499665	0.40066660	1.00000000	0.83509165	0.42134190	0.99997000	['FGF7', 'HPSE2', 'SERPINC1', 'WNT1']
0.05%	hsa04920	['Adipocytokine signaling pathway']	1	0.40958000	1.28778283	0.33837662	0.40311679	1.00000000	0.93735063	0.42134190	0.99997000	['PRKAG1']
0.5%	hsa04390	['Hippo signaling pathway']	11	9.47220000	0.21573208	0.33980660	0.40413528	1.00000000	0.77943221	0.42134190	0.99997000	['BBC3', 'DLG2', 'DVL2', 'FRMD6', 'LATS1', 'LEF1', 'LLGL1', 'MPP5', 'PPP1CC', 'WNT1', 'WNT10B']
0.5%	hsa05144	['Malaria']	2	1.20014000	0.73679729	0.34085659	0.40413528	1.00000000	0.88767112	0.42134190	0.99997000	['IL12A', 'LRP1']
0.5%	hsa04922	['Glucagon signaling pathway']	7	5.73089000	0.28859572	0.34388656	0.40463817	1.00000000	0.80174198	0.42134190	0.99997000	['AKT2', 'ITPR2', 'PHKG2', 'PPP3CB', 'PPP4R3A', 'PRKAA2', 'PRKAG1']
0.1%	hsa04550	['Signaling pathways regulating pluripotency of stem cells']	2	1.21938000	0.71385221	0.34638654	0.40561403	1.00000000	0.87849122	0.42134190	0.99997000	['WNT1', 'ZFHX3']
0.5%	hsa04068	['FoxO signaling pathway']	7	5.73699000	0.28706092	0.34642654	0.40561403	1.00000000	0.79328207	0.42134190	0.99997000	['AKT2', 'CHUK', 'EGFR', 'GRM1', 'NLK', 'PRKAA2', 'PRKAG1']
0.05%	hsa04390	['Hippo signaling pathway']	2	1.22295000	0.70963458	0.34777652	0.40561403	1.00000000	0.87874121	0.42134190	0.99997000	['PPP1CC', 'WNT1']
0.05%	hsa05414	['Dilated cardiomyopathy (DCM)']	2	1.22204000	0.71070849	0.34795652	0.40561403	1.00000000	0.88027120	0.42134190	0.99997000	['ATP2A2', 'CACNB3']
0.5%	hsa04115	['p53 signaling pathway']	3	2.08869000	0.52236411	0.34853651	0.40561403	1.00000000	0.84818152	0.42134190	0.99997000	['BBC3', 'CDK4', 'SESN3']
0.5%	hsa00760	['Nicotinate and nicotinamide metabolism']	2	1.22777000	0.70395968	0.34955650	0.40561403	1.00000000	0.88226118	0.42134190	0.99997000	['NT5C2', 'NT5M']
0.05%	hsa03013	['RNA transport']	1	0.43754000	1.19251318	0.35617644	0.40566883	1.00000000	0.92902071	0.42134190	0.99997000	['XPO1']
0.1%	hsa03012	['Translation factors']	1	0.43810000	1.19066788	0.35854641	0.40626564	1.00000000	0.92991070	0.42134190	0.99997000	['EIF5B']
0.1%	hsa04657	['IL-17 signaling pathway']	1	0.43880000	1.18836457	0.35877641	0.40626564	1.00000000	0.92966070	0.42134190	0.99997000	['MAPK7']
0.5%	hsa04216	['Ferroptosis']	2	1.26146000	0.66490554	0.36344637	0.40675752	1.00000000	0.87443126	0.42134190	0.99997000	['PCBP2', 'SLC39A14']
0.5%	hsa04520	['Adherens junction']	8	6.82505000	0.22916038	0.36363636	0.40675752	1.00000000	0.78308217	0.42134190	0.99997000	['EGFR', 'ERBB2', 'FER', 'LEF1', 'NLK', 'RAC1', 'SRC', 'WASF2']
0.5%	hsa04621	['NOD-like receptor signaling pathway']	7	5.83378000	0.26292394	0.36368636	0.40675752	1.00000000	0.78122219	0.42134190	0.99997000	['CHUK', 'ITPR2', 'MCU', 'NEK7', 'NFKB1', 'RELA', 'TAB2']
0.05%	hsa05412	['Arrhythmogenic right ventricular cardiomyopathy (ARVC)']	2	1.27460000	0.64995543	0.36723633	0.40675752	1.00000000	0.86897131	0.42134190	0.99997000	['ATP2A2', 'CACNB3']
0.5%	hsa05166	['Human T-cell leukemia virus 1 infection']	10	8.67866000	0.20445579	0.36725633	0.40675752	1.00000000	0.75602244	0.42134190	0.99997000	['AKT2', 'ANAPC7', 'CDK4', 'CHUK', 'NFATC3', 'NFKB1', 'PPP3CB', 'RANBP3', 'RELA', 'XPO1']
0.1%	hsa04810	['Regulation of actin cytoskeleton']	4	3.06889000	0.38228306	0.36774632	0.40675752	1.00000000	0.80843192	0.42134190	0.99997000	['ARHGEF4', 'FGF7', 'ITGB7', 'PPP1CC']
0.5%	hsa04144	['Endocytosis']	15	13.48668000	0.15342726	0.36836632	0.40675752	1.00000000	0.73647264	0.42134190	0.99997000	['ARF5', 'CLTC', 'CYTH3', 'EGFR', 'EPN2', 'GBF1', 'PSD', 'RAB10', 'RAB35', 'RNF41', 'SNX1', 'SRC', 'VPS29', 'VPS35', 'VPS45']
0.5%	hsa05165	['Human papillomavirus infection']	19	17.38116000	0.12847505	0.36954630	0.40675752	1.00000000	0.72343277	0.42053941	0.99997000	['AKT2', 'ATP6V1D', 'CDK4', 'CHUK', 'DLG2', 'DVL2', 'EGFR', 'ITGB7', 'LLGL1', 'MPP5', 'NFKB1', 'PPP2R3A', 'PTGER4', 'PXN', 'RBPJ', 'RELA', 'RPS6KB1', 'WNT1', 'WNT10B']
0.5%	hsa03022	['Basal transcription factors']	2	1.28722000	0.63574135	0.37307627	0.40675752	1.00000000	0.86725133	0.42134190	0.99997000	['ERCC2', 'GTF2H3']
0.5%	hsa00100	['Steroid biosynthesis']	1	0.45837000	1.12541547	0.37371626	0.40675752	1.00000000	0.92565074	0.42134190	0.99997000	['CYP51A1']
0.5%	hsa04714	['Thermogenesis']	10	8.78391000	0.18706482	0.37583624	0.40675752	1.00000000	0.75147249	0.42134190	0.99997000	['ARID1A', 'ATP5G2', 'COX14', 'NDUFA11', 'NDUFAF7', 'NDUFB10', 'PRDM16', 'PRKAA2', 'PRKAG1', 'RPS6KB1']
0.05%	hsa05017	['Spinocerebellar ataxia']	2	1.30870000	0.61186558	0.37760622	0.40678965	1.00000000	0.85907141	0.42134190	0.99997000	['ATP2A2', 'ATXN2']
0.1%	hsa05205	['Proteoglycans in cancer']	4	3.10848000	0.36379070	0.37817622	0.40678965	1.00000000	0.80476195	0.42134190	0.99997000	['ERBB2', 'HPSE2', 'PPP1CC', 'WNT1']
0.05%	hsa04145	['Phagosome']	1	0.47542000	1.07272550	0.38187618	0.40772917	1.00000000	0.91887081	0.42134190	0.99997000	['TUBA1A']
0.1%	hsa04934	['Cushing syndrome']	3	2.20675000	0.44303930	0.38212618	0.40772917	1.00000000	0.82430176	0.42134190	0.99997000	['KMT2D', 'SP1', 'WNT1']
0.05%	hsa04213	['Longevity regulating pathway - multiple species']	1	0.47468000	1.07497283	0.38287617	0.40772917	1.00000000	0.91993080	0.42134190	0.99997000	['PRKAG1']
0.5%	hsa04340	['Hedgehog signaling pathway']	4	3.14065000	0.34893682	0.38463615	0.40772917	1.00000000	0.80577194	0.42134190	0.99997000	['CSNK1G1', 'MGRN1', 'SPOP', 'SUFU']
0.1%	hsa04931	['Insulin resistance']	2	1.32646000	0.59241883	0.38469615	0.40772917	1.00000000	0.85432146	0.42134190	0.99997000	['PPP1CC', 'PRKAG1']
0.1%	hsa04710	['Circadian rhythm']	1	0.47567000	1.07196706	0.38552614	0.40772917	1.00000000	0.92094079	0.42134190	0.99997000	['PRKAG1']
0.5%	hsa05142	['Chagas disease (American trypanosomiasis)']	6	5.00970000	0.26023829	0.38732613	0.40772917	1.00000000	0.77583224	0.42134190	0.99997000	['AKT2', 'CHUK', 'GNAO1', 'IL12A', 'NFKB1', 'RELA']
0.05%	hsa05218	['Melanoma']	1	0.48371000	1.04778573	0.38759612	0.40772917	1.00000000	0.91666083	0.42134190	0.99997000	['FGF7']
0.1%	hsa01522	['Endocrine resistance']	2	1.33067000	0.58784717	0.38764612	0.40772917	1.00000000	0.85450145	0.42134190	0.99997000	['ERBB2', 'SP1']
0.1%	hsa05169	['Epstein-Barr virus infection']	2	1.34372000	0.57376745	0.38972610	0.40772917	1.00000000	0.84955150	0.42134190	0.99997000	['PDIA3', 'SIN3A']
0.5%	hsa04979	['Cholesterol metabolism']	3	2.24649000	0.41728986	0.39226608	0.40772917	1.00000000	0.82663173	0.42134190	0.99997000	['LRP1', 'SCARB1', 'STARD3']
0.5%	hsa05332	['Graft-versus-host disease']	1	0.49251000	1.02177508	0.39261607	0.40772917	1.00000000	0.91412086	0.42134190	0.99997000	['CD28']
0.05%	hsa05016	['Huntington disease']	2	1.35837000	0.55812350	0.39630604	0.40772917	1.00000000	0.84685153	0.42134190	0.99997000	['KLC3', 'TUBA1A']
0.05%	hsa00561	['Glycerolipid metabolism']	1	0.49811000	1.00546372	0.39784602	0.40772917	1.00000000	0.91310087	0.42134190	0.99997000	['ALDH2']
0.1%	hsa05322	['Systemic lupus erythematosus']	1	0.50452000	0.98701663	0.40030600	0.40772917	1.00000000	0.91039090	0.42134190	0.99997000	['CD28']
0.5%	hsa04810	['Regulation of actin cytoskeleton']	14	12.78096000	0.13143062	0.40063599	0.40772917	1.00000000	0.71136289	0.41701552	0.99997000	['ABI2', 'ARHGEF4', 'EGFR', 'FGF7', 'ITGB7', 'MYH10', 'MYL9', 'MYLK3', 'PPP1CC', 'PXN', 'RAC1', 'SRC', 'VAV2', 'WASF2']
0.1%	hsa00970	['Aminoacyl-tRNA biosynthesis']	1	0.50606000	0.98261965	0.40301597	0.40772917	1.00000000	0.91120089	0.42134190	0.99997000	['DARS2']
0.5%	hsa00511	['Other glycan degradation']	1	0.49849000	1.00436353	0.40485595	0.40772917	1.00000000	0.91751082	0.42134190	0.99997000	['MAN2C1']
0.5%	hsa05210	['Colorectal cancer']	6	5.14678000	0.22129239	0.40610594	0.40772917	1.00000000	0.76219238	0.42134190	0.99997000	['AKT2', 'BBC3', 'EGFR', 'LEF1', 'RAC1', 'RPS6KB1']
0.5%	hsa00564	['Glycerophospholipid metabolism']	6	5.14145000	0.22278721	0.40744593	0.40772917	1.00000000	0.75756242	0.42134190	0.99997000	['DGKA', 'ETNK1', 'GPD1', 'PEMT', 'PLA2G15', 'PLA2G3']
0.1%	hsa03008	['Ribosome biogenesis in eukaryotes']	1	0.51434000	0.95920574	0.40911591	0.40772917	1.00000000	0.90917091	0.42134190	0.99997000	['XPO1']
0.5%	hsa04910	['Insulin signaling pathway']	7	6.09654000	0.19936423	0.40941591	0.40772917	1.00000000	0.74174258	0.42134190	0.99997000	['AKT2', 'PHKG2', 'PPP1CC', 'PRKAA2', 'PRKAG1', 'RPS6KB1', 'SHC4']
0.5%	hsa05323	['Rheumatoid arthritis']	3	2.32623000	0.36696875	0.41388586	0.40772917	1.00000000	0.80134199	0.42134190	0.99997000	['ATP6V1D', 'CD28', 'CTLA4']
0.5%	hsa04921	['Oxytocin signaling pathway']	15	13.90226000	0.10964307	0.41403586	0.40772917	1.00000000	0.70455295	0.41701552	0.99997000	['CACNA2D3', 'CACNB3', 'EGFR', 'GNAO1', 'ITPR2', 'MAP2K5', 'MAPK7', 'MYL9', 'MYLK3', 'NFATC3', 'PPP1CC', 'PPP3CB', 'PRKAA2', 'PRKAG1', 'SRC']
0.5%	hsa01521	['EGFR tyrosine kinase inhibitor resistance']	7	6.12325000	0.19305734	0.41480585	0.40772917	1.00000000	0.74051259	0.42134190	0.99997000	['AKT2', 'EGFR', 'ERBB2', 'NRG2', 'RPS6KB1', 'SHC4', 'SRC']
0.5%	hsa03410	['Base excision repair']	1	0.53116000	0.91278159	0.41616584	0.40772917	1.00000000	0.90202098	0.42134190	0.99997000	['NEIL1']
0.1%	hsa04660	['T cell receptor signaling pathway']	2	1.41191000	0.50235187	0.41624584	0.40772917	1.00000000	0.83459165	0.42134190	0.99997000	['CD28', 'CTLA4']
0.1%	hsa04390	['Hippo signaling pathway']	3	2.34591000	0.35481483	0.41886581	0.40772917	1.00000000	0.79544205	0.42134190	0.99997000	['LLGL1', 'PPP1CC', 'WNT1']
0.1%	hsa00190	['Oxidative phosphorylation']	1	0.54198000	0.88368848	0.42013580	0.40772917	1.00000000	0.89773102	0.42134190	0.99997000	['NDUFA11']
0.5%	hsa02044	['Secretion system']	1	0.53485000	0.90279375	0.42127579	0.40772917	1.00000000	0.90244098	0.42134190	0.99997000	['ANXA7']
0.05%	hsa04142	['Lysosome']	1	0.54057000	0.88744665	0.42176578	0.40772917	1.00000000	0.89910101	0.42134190	0.99997000	['AP4S1']
0.1%	hsa05217	['Basal cell carcinoma']	1	0.54152000	0.88491347	0.42338577	0.40772917	1.00000000	0.89967100	0.42134190	0.99997000	['WNT1']
0.1%	hsa04114	['Oocyte meiosis']	2	1.43272000	0.48124331	0.42379576	0.40772917	1.00000000	0.83047170	0.42134190	0.99997000	['ANAPC7', 'PPP1CC']
0.1%	hsa04910	['Insulin signaling pathway']	2	1.43904000	0.47489331	0.42431576	0.40772917	1.00000000	0.82588174	0.42134190	0.99997000	['PPP1CC', 'PRKAG1']
0.1%	hsa03009	['Ribosome biogenesis']	2	1.44178000	0.47214896	0.42488575	0.40772917	1.00000000	0.82601174	0.42134190	0.99997000	['ERAL1', 'XPO1']
0.1%	hsa04514	['Cell adhesion molecules (CAMs)']	3	2.36022000	0.34604116	0.42489575	0.40772917	1.00000000	0.79562204	0.42134190	0.99997000	['CD28', 'CTLA4', 'ITGB7']
0.1%	hsa03110	['Chaperones and folding catalysts']	2	1.44102000	0.47290964	0.42573574	0.40772917	1.00000000	0.82568174	0.42134190	0.99997000	['FKBP11', 'PDIA3']
0.5%	hsa04071	['Sphingolipid signaling pathway']	9	8.13955000	0.14497597	0.42668573	0.40772917	1.00000000	0.71490285	0.41921517	0.99997000	['AKT2', 'CERS2', 'CERS5', 'NFKB1', 'PPP2R3A', 'PRKCE', 'RAC1', 'RELA', 'SGMS1']
0.5%	hsa05017	['Spinocerebellar ataxia']	11	10.08125000	0.12582899	0.42700573	0.40772917	1.00000000	0.70438296	0.41701552	0.99997000	['AKT2', 'ATP2A1', 'ATP2A2', 'ATXN2', 'GRM1', 'ITPR2', 'PSMB7', 'PUM1', 'RBPJ', 'SP1', 'ULK2']
0.5%	hsa05012	['Parkinson disease']	9	8.15983000	0.14138591	0.42702573	0.40772917	1.00000000	0.71699283	0.41921517	0.99997000	['ATP5G2', 'ITPR2', 'KLC3', 'MCU', 'NDUFA11', 'NDUFB10', 'PSMB7', 'TUBA1A', 'TUBA1B']
0.05%	hsa04932	['Non-alcoholic fatty liver disease (NAFLD)']	1	0.55278000	0.85522268	0.42958570	0.40772917	1.00000000	0.89550104	0.42134190	0.99997000	['PRKAG1']
0.5%	hsa00430	['Taurine and hypotaurine metabolism']	1	0.51546000	0.95606762	0.43931561	0.40772917	1.00000000	0.92926071	0.42134190	0.99997000	['CSAD']
0.05%	hsa04010	['MAPK signaling pathway']	3	2.42075000	0.30950841	0.43935561	0.40772917	1.00000000	0.77859221	0.42134190	0.99997000	['CACNB3', 'FGF7', 'MAPKAPK5']
0.05%	hsa04914	['Progesterone-mediated oocyte maturation']	1	0.57109000	0.80820997	0.44011560	0.40772917	1.00000000	0.89041110	0.42134190	0.99997000	['ANAPC7']
0.5%	hsa04915	['Estrogen signaling pathway']	9	8.24203000	0.12692529	0.44454555	0.40772917	1.00000000	0.69892301	0.41543991	0.99997000	['AKT2', 'EGFR', 'GNAO1', 'GRM1', 'ITPR2', 'NCOA3', 'SHC4', 'SP1', 'SRC']
0.1%	hsa04722	['Neurotrophin signaling pathway']	2	1.49315000	0.42164090	0.44494555	0.40772917	1.00000000	0.81356186	0.42134190	0.99997000	['MAPK7', 'SH2B3']
0.1%	hsa04610	['Complement and coagulation cascades']	1	0.58896000	0.76375844	0.44737553	0.40772917	1.00000000	0.88265117	0.42134190	0.99997000	['SERPINC1']
0.5%	hsa04659	['Th17 cell differentiation']	5	4.37321000	0.19323547	0.44922551	0.40772917	1.00000000	0.73047270	0.42134190	0.99997000	['CHUK', 'NFATC3', 'NFKB1', 'PPP3CB', 'RELA']
0.05%	hsa00536	['Glycosaminoglycan binding proteins']	2	1.52290000	0.39317879	0.45395546	0.40772917	1.00000000	0.80653193	0.42134190	0.99997000	['FGF7', 'WNT1']
0.1%	hsa04812	['Cytoskeleton proteins']	7	6.41114000	0.12677401	0.46106539	0.40772917	1.00000000	0.68985310	0.40830987	0.99997000	['HOOK3', 'KIF22', 'KIF3C', 'KLC3', 'PPL', 'SEPT12', 'TUBA1A']
0.1%	hsa05017	['Spinocerebellar ataxia']	3	2.50972000	0.25743608	0.46356536	0.40772917	1.00000000	0.76118239	0.42134190	0.99997000	['ATP2A2', 'ATXN2', 'SP1']
0.5%	hsa05152	['Tuberculosis']	6	5.43078000	0.14380308	0.46358536	0.40772917	1.00000000	0.70153298	0.41603502	0.99997000	['AKT2', 'IL12A', 'NFKB1', 'PPP3CB', 'RELA', 'SRC']
0.5%	hsa00220	['Arginine biosynthesis']	1	0.60163000	0.73305159	0.46456535	0.40772917	1.00000000	0.88293117	0.42134190	0.99997000	['GPT2']
0.5%	hsa05213	['Endometrial cancer']	4	3.48699000	0.19801777	0.46652533	0.40772917	1.00000000	0.74185258	0.42134190	0.99997000	['AKT2', 'EGFR', 'ERBB2', 'LEF1']
0.05%	hsa04210	['Apoptosis']	1	0.62060000	0.68826440	0.46723533	0.40772917	1.00000000	0.87337127	0.42134190	0.99997000	['TUBA1A']
0.1%	hsa04146	['Peroxisome']	1	0.62822000	0.67065822	0.46907531	0.40772917	1.00000000	0.86975130	0.42134190	0.99997000	['PEX13']
0.05%	hsa04022	['cGMP-PKG signaling pathway']	2	1.56645000	0.35250128	0.46916531	0.40772917	1.00000000	0.79534205	0.42134190	0.99997000	['ATP2A2', 'PPP1CC']
0.1%	hsa04147	['Exosome']	8	7.48829000	0.09536369	0.47603524	0.40772917	1.00000000	0.66517335	0.39802253	0.99997000	['ERBB2', 'ITGB7', 'MVP', 'PDIA3', 'RAB35', 'SEPT12', 'SERPINC1', 'TUBA1A']
0.1%	hsa00280	['Valine, leucine and isoleucine degradation']	1	0.63312000	0.65944912	0.47608524	0.40772917	1.00000000	0.86994130	0.42134190	0.99997000	['ALDH2']
0.5%	hsa05161	['Hepatitis B']	7	6.50426000	0.10596999	0.47891521	0.40772917	1.00000000	0.67917321	0.40466499	0.99997000	['AKT2', 'CHUK', 'NFATC3', 'NFKB1', 'RELA', 'SRC', 'TAB2']
0.5%	hsa00030	['Pentose phosphate pathway']	1	0.64575000	0.63095236	0.48545515	0.40772917	1.00000000	0.86609134	0.42134190	0.99997000	['ALDOC']
0.05%	hsa05205	['Proteoglycans in cancer']	2	1.61865000	0.30520893	0.48587514	0.40772917	1.00000000	0.78196218	0.42134190	0.99997000	['PPP1CC', 'WNT1']
0.5%	hsa00563	['Glycosylphosphatidylinositol (GPI)-anchor biosynthesis']	1	0.64932000	0.62299845	0.48896511	0.40772917	1.00000000	0.86676133	0.42134190	0.99997000	['PIGS']
0.05%	hsa03029	['Mitochondrial biogenesis']	2	1.62882000	0.29617282	0.48896511	0.40772917	1.00000000	0.77904221	0.42134190	0.99997000	['DARS2', 'MSS51']
0.5%	hsa04966	['Collecting duct acid secretion']	1	0.66083000	0.59764891	0.49171508	0.40772917	1.00000000	0.86105139	0.42134190	0.99997000	['ATP6V1D']
0.5%	hsa00603	['Glycosphingolipid biosynthesis - globo and isoglobo series']	1	0.64210000	0.63913010	0.49270507	0.40772917	1.00000000	0.87262127	0.42134190	0.99997000	['ST8SIA1']
0.1%	hsa01007	['Amino acid related enzymes']	1	0.66819000	0.58166970	0.49473505	0.40772917	1.00000000	0.85802142	0.42134190	0.99997000	['DARS2']
0.5%	hsa04540	['Gap junction']	8	7.56574000	0.08051880	0.49515505	0.40772917	1.00000000	0.66899331	0.39924970	0.99997000	['EGFR', 'GRM1', 'ITPR2', 'MAP2K5', 'MAPK7', 'SRC', 'TUBA1A', 'TUBA1B']
0.1%	hsa04120	['Ubiquitin mediated proteolysis']	2	1.65423000	0.27384016	0.50109499	0.40772917	1.00000000	0.77647224	0.42134190	0.99997000	['ANAPC7', 'BIRC6']
0.1%	hsa05163	['Human cytomegalovirus infection']	3	2.65569000	0.17587575	0.50117499	0.40772917	1.00000000	0.72655273	0.42134190	0.99997000	['AKAP13', 'PDIA3', 'SP1']
0.05%	hsa04068	['FoxO signaling pathway']	1	0.70026000	0.51403741	0.50786492	0.40952457	1.00000000	0.84586154	0.42134190	0.99997000	['PRKAG1']
0.05%	hsa04211	['Longevity regulating pathway']	1	0.70219000	0.51006664	0.51035490	0.41188030	1.00000000	0.84593154	0.42134190	0.99997000	['PRKAG1']
0.1%	hsa05230	['Central carbon metabolism in cancer']	1	0.70545000	0.50338426	0.51125489	0.41188030	1.00000000	0.84311157	0.42134190	0.99997000	['ERBB2']
0.5%	hsa00280	['Valine, leucine and isoleucine degradation']	3	2.67167000	0.16722068	0.51181488	0.41188030	1.00000000	0.72834272	0.42134190	0.99997000	['ALDH2', 'ALDH3A2', 'HADHA']
0.5%	hsa04152	['AMPK signaling pathway']	7	6.69833000	0.06355347	0.51306487	0.41188030	1.00000000	0.64805352	0.38864290	0.99997000	['AKT2', 'PPP2R3A', 'PRKAA2', 'PRKAG1', 'RAB10', 'RAB2A', 'RPS6KB1']
0.05%	hsa04922	['Glucagon signaling pathway']	1	0.71973000	0.47447230	0.52068479	0.41542285	1.00000000	0.83972160	0.42134190	0.99997000	['PRKAG1']
0.5%	hsa04012	['ErbB signaling pathway']	8	7.73491000	0.04861549	0.52465475	0.41701884	1.00000000	0.64208358	0.38720125	0.99997000	['AKT2', 'EGFR', 'ERBB2', 'NCK1', 'NRG2', 'RPS6KB1', 'SHC4', 'SRC']
0.05%	hsa04916	['Melanogenesis']	1	0.73686000	0.44053755	0.52572474	0.41805891	1.00000000	0.83259167	0.42134190	0.99997000	['WNT1']
0.1%	hsa05416	['Viral myocarditis']	1	0.72096000	0.47200888	0.52695473	0.41805891	1.00000000	0.84199158	0.42134190	0.99997000	['CD28']
0.05%	hsa05031	['Amphetamine addiction']	1	0.73203000	0.45002532	0.52845472	0.41942183	1.00000000	0.83595164	0.42134190	0.99997000	['PPP1CC']
0.5%	hsa04147	['Exosome']	32	31.99432000	0.00025610	0.52892471	0.41942183	1.00000000	0.54586454	0.33495903	0.99997000	['ALDOC', 'ANXA7', 'ARF5', 'CD63', 'CLTC', 'COPG2', 'DSC2', 'EGFR', 'ERBB2', 'FLNC', 'GNAO1', 'HP', 'ITFG1', 'ITGB7', 'MVP', 'MYH10', 'MYL9', 'PDIA3', 'PMEL', 'RAB10', 'RAB2A', 'RAB35', 'RAC1', 'SCARB1', 'SEPT12', 'SERPINC1', 'SLC1A3', 'STX12', 'TM9SF2', 'TUBA1A', 'TUBA1B', 'XDH']
0.05%	hsa03009	['Ribosome biogenesis']	1	0.74310000	0.42837173	0.52896471	0.41942183	1.00000000	0.83027170	0.42134190	0.99997000	['XPO1']
0.05%	hsa03110	['Chaperones and folding catalysts']	1	0.74499000	0.42470703	0.52913471	0.41942183	1.00000000	0.82885171	0.42134190	0.99997000	['FKBP11']
0.1%	hsa04340	['Hedgehog signaling pathway']	1	0.74126000	0.43194843	0.53069469	0.41942183	1.00000000	0.83147169	0.42134190	0.99997000	['CSNK1G1']
0.1%	hsa04919	['Thyroid hormone signaling pathway']	2	1.75899000	0.18525272	0.53209468	0.41942183	1.00000000	0.74469255	0.42134190	0.99997000	['ATP2A2', 'SIN3A']
0.5%	hsa00590	['Arachidonic acid metabolism']	2	1.75068000	0.19208460	0.53351466	0.41942183	1.00000000	0.74696253	0.42134190	0.99997000	['CYP4F3', 'PLA2G3']
