chr	start	end	gene
22	27467870	27484777	CCDC117
22	27490126	27496130	XBP1
22	27574736	27746606	ZNRF3
22	27751386	27754652	C22orf31
22	27766253	27864936	KREMEN1
22	27903852	27958979	EMID1
22	27959485	28007769	RHBDD3
22	27967013	28000436	EWSR1
22	28008736	28009743	GAS2L1
22	28013481	28016308	RASL10A
22	28030066	28108978	AP1B1
22	28154622	28165381	NEFH
22	28182822	28230579	THOC5
22	28231648	28258192	NIPSNAP1
22	28280089	28370809	NF2
22	28395636	28404769	CABP7
22	28405989	28444398	ZMAT5
22	28469837	28520974	ASCC2
22	28564421	28714497	MTMR3
22	28757076	28854552	HORMAD2
22	28918096	28925582	LIF
22	28941630	28945626	OSM
22	29013575	29036509	SF3A1
22	29045602	29056319	CCDC157
22	29059371	29067374	RNF215
22	29077349	29106799	SEC14L2
22	29107120	29110550	MTFP1
22	29132406	29145210	SEC14L3
22	29163353	29180842	SEC14L4
22	29199220	29220945	SEC14L6
22	29228903	29235585	GAL3ST1
22	29251425	29266723	PES1
22	29281814	29302186	TCN2
22	29309865	29325249	SLC35E4
22	29338001	29343818	DUSP18
22	29371429	29587805	OSBP2
22	29606957	29632906	MORC2
22	29778960	29794203	SMTN
22	29794390	29797178	SELENOM
22	29812314	29824012	INPP5J
22	29824125	29829923	PLA2G3
22	29851354	29899050	RNF185
22	29942670	29971044	LIMK2
22	29975491	29986416	PIK3IP1
22	30020393	30040792	PATZ1
22	30094962	30129764	DRG1
22	30134672	30185189	EIF4ENIF1
22	30191587	30309501	SFI1
22	30310055	30316755	PISD
22	30366769	30437324	PRR14L
22	30441278	30594824	DEPDC5
22	30632394	30645480	YWHAH
22	30729986	30730390	RPS17
22	30733535	30803596	SLC5A1
22	30840968	30849598	C22orf42
22	30870909	30877336	RFPL2
22	30893277	30930052	SLC5A4
22	31026180	31029460	RFPL1
22	31056328	31080895	RTCB
22	31082446	31126059	BPIFC
22	31143386	31167575	FBXO7
22	31472909	31535772	TIMP3
22	31951383	32599385	LARGE1
22	33754948	33776209	ISX
22	33951681	33989958	HMGXB4
22	33994210	34044793	TOM1
22	34075531	34088418	HMOX1
22	34095361	34120651	MCM5
22	34237001	34250287	RASD2
22	34299841	34310013	MB
22	34342954	34354228	APOL6
22	34411023	34422044	APOL5
22	34437391	34732516	RBFOX2
22	34824770	34845679	APOL3
22	34875133	34887382	APOL2
22	34906393	35011893	MYH9
22	35110460	35129266	FOXRED2
22	35133042	35151759	EIF3D
22	35187222	35211878	CACNG2
22	35384232	35394063	IFT27
22	35551086	35567728	CSF2RB
22	35617763	35634783	TEX33
22	35637807	35646417	TST
22	35646629	35656788	MPST
22	35678053	35689659	KCTD17
22	35757018	35773973	IL2RB
22	35812051	35820301	C1QTNF6
22	35915747	35948611	CYTH4
22	36010345	36013188	ELFN2
22	36107761	36125334	MFNG
22	36130378	36159127	CARD10
22	36208582	36211040	CDC42EP1
22	36212660	36222477	LGALS2
22	36284023	36302507	SH3BP1
22	36305550	36313731	PDXP
22	36322703	36326937	LGALS1
22	36333350	36340466	NOL12
22	36371628	36419421	TRIOBP
22	36452963	36453454	H1F0
22	36455919	36464965	GCAT
22	36471411	36473520	GALR3
22	36482011	36495214	ANKRD54
22	36499938	36527936	EIF3L
22	36564926	36595964	MICALL1
22	36597006	36607581	C22orf23
22	36607601	36621424	POLR2F
22	36627295	36637709	SOX10
22	36711106	36728683	PICK1
22	36731673	36736504	SLC16A8
22	36738752	36765208	BAIAP2L2
22	36766059	36836033	PLA2G6
22	36856520	36871059	MAFF
22	36873686	36926681	TMEM184B
22	36944350	36971031	CSNK1E
22	37091136	37092304	KCNJ4
22	37132919	37149117	KDELR3
22	37149146	37173118	DDX17
22	37185856	37242365	DMC1
22	37254497	37326741	FAM227A
22	37327092	37345742	CBY1
22	37356184	37359004	TOMM22
22	37359780	37374990	JOSD1
22	37380783	37405893	GTPBP1
22	37409667	37430959	SUN2
22	37456612	37472758	DNAL4
22	37499671	37521042	NPTXR
22	37541795	37547293	CBX6
22	37635525	37670635	APOBEC3A
22	37660360	37670348	APOBEC3B
22	37693612	37698321	APOBEC3C
22	37700960	37711866	APOBEC3D
22	37720000	37762413	APOBEC3G
22	37772558	37780021	APOBEC3H
22	37807649	37830267	CBX7
22	37901276	37923352	PDGFB
22	38034999	38063492	SYNGR1
22	38100685	38119784	TAB1
22	38176196	38177832	MGAT3
22	38192016	38207960	MIEF1
22	38210406	38212528	ATF4
22	38218917	38222674	RPS19BP1
22	38261398	38377973	CACNA1I
22	38435987	38592761	ENTHD1
22	38600064	38669971	GRAP2
22	38695137	38732076	FAM83F
22	39051651	39073988	ADSL
22	39077595	39117583	SGSM3
22	39119896	39172283	MKL1
22	39388053	39391769	MCHR1
22	39477825	39528747	SLC25A17
22	39566634	39638797	XPNPEP3
22	39570596	39571525	DNAJB7
22	39662396	39683632	RBX1
22	39811947	39901642	EP300
22	39929793	39957763	L3MBTL2
22	39955999	39967882	CHADL
22	39972526	40014614	RANGAP1
22	40048615	40078594	ZC3H7B
22	40102418	40120310	TEF
22	40179288	40188544	PHF5A
22	40188986	40243930	ACO2
22	40245259	40260085	POLR3H
22	40283597	40287518	CSDC2
22	40290908	40304624	PMM1
22	40316197	40337365	DESI1
22	40338364	40379859	XRCC6
22	40390728	40407701	SNU13
22	40417646	40519410	MEI1
22	40520630	40546890	CCDC134
22	40553542	40630562	SREBF2
22	40635138	40639063	SHISA8
22	40649840	40650802	TNFRSF13C
22	40664570	40672903	CENPM
22	40703012	40725567	SEPT3
22	40726441	40761513	WBP2NL
22	40788770	40801322	NAGA
22	40807052	40810890	FAM109B
22	40811175	40815775	SMDT1
22	40817021	40825836	NDUFA6
22	40860848	40879270	CYP2D6
22	40894734	40950744	TCF20
22	41123567	41172185	NFAM1
22	41249055	41323742	SERHL2
22	41332815	41364720	POLDIP3
22	41368811	41398211	CYB5R3
22	41441246	41471894	A4GALT
22	41618881	41699268	PACSIN2
22	41791473	41842698	TTLL1
22	41864204	41882864	BIK
22	41885824	41896997	MCAT
22	41904853	41916559	TSPO
22	41919917	41941644	TTLL12
22	42294025	42546992	EFCAB6
22	42591092	42629830	SULT4A1
22	42647442	42659260	PNPLA5
22	42692047	42715262	PNPLA3
22	42723577	42764971	SAMM50
22	42767726	42937831	PARVB
22	42949765	42976622	PARVG
22	43022474	43074422	KIAA1644
22	43287775	43289210	LDOC1L
22	43495155	43531634	PRR5
22	43679598	43806858	PHF21B
22	44078900	44090347	UPK3A
22	44104816	44135435	FAM118A
22	44138740	44209918	SMC1B
22	44209990	44232152	RIBC2
22	44329431	44400050	FBLN1
22	44474415	44654547	ATXN10
22	44733008	44784154	WNT7B
22	44860574	44865069	PRR34
22	45011182	45048490	PPARA
22	45057085	45064018	CDPF1
22	45070260	45078802	PKDREJ
22	45083465	45109284	TTC38
22	45114031	45149455	GTSE1
22	45154802	45175821	TRMU
22	45194264	45362521	CELSR1
22	45480873	45497231	GRAMD4
22	45502572	45559284	CERK
22	45584523	46009276	TBC1D22A
22	47325660	47605036	FAM19A5
22	48619558	48671403	BRD1
22	48735389	48739178	ZBED4
22	48754545	48770582	ALG12
22	48770759	48780105	CRELD2
22	48963287	48987646	MLC1
22	49073399	49082954	PANX2
22	49096048	49103290	TRABD
22	49105192	49123442	SELENOO
22	49126448	49151626	TUBGCP6
22	49152612	49158820	HDAC10
22	49160993	49165897	MAPK12
22	49324367	49377843	PPP6R2
22	49378444	49410094	SBF1
22	49422873	49426345	MIOX
22	49444830	49461195	NCAPH2
22	49459994	49462016	SCO2
22	49463239	49466691	TYMP
22	49488268	49494150	SYCE3
22	49503448	49513214	CPT1B
22	49513508	49517553	CHKB
22	49533551	49545745	MAPK8IP2
22	49556335	49559092	ARSA
22	49606225	49664154	SHANK3
22	49669125	49676597	ACR
22	49698995	49714989	RABL2A
2A	29573	37352	FAM110C
2A	209781	244680	SH3YL1
2A	257168	270584	ACP1
2A	272233	280139	FAM150B
2A	658347	666300	TMEM18
2A	918115	1322484	SNTG2
2A	1558392	1602560	PXDN
2A	1715846	2271864	MYT1L
2A	3057695	3071903	RNASEH1
2A	3105271	3157095	COLEC11
2A	3170798	3221006	ALLC
2A	3222504	3301296	DCDC2C
2A	4746812	4922070	TSSC1
2A	4924412	5028354	TRAPPC12
2A	5047071	5072805	ADI1
2A	5782628	5791147	SOX11
2A	6945207	6963127	CMPK2
2A	6975195	6995684	RSAD2
2A	7015064	7133541	RNF144A
2A	8778192	8780295	ID2
2A	8825600	8924136	KIDINS220
2A	8953546	9100971	MBOAT2
2A	9297324	9496257	ASAP2
2A	9498618	9516021	ITGB1BP1
2A	9516179	9565882	CPSF3
2A	9567326	9581168	IAH1
2A	9582003	9648654	ADAM17
2A	9676775	9724961	YWHAQ
2A	9941054	10034200	TAF1B
2A	10051921	10102251	GRHL1
2A	10144532	10156698	KLF11
2A	10158624	10182236	CYS1
2A	10399407	10526037	HPCAL1
2A	10536487	10544545	ODC1
2A	10665840	10788437	NOL10
2A	10824255	10889800	ATP6V1C2
2A	10888104	10915731	PDIA6
2A	11015511	11017592	KCNF1
2A	11238456	11253985	C2orf50
2A	11262082	11286690	PQLC3
2A	11291146	11453480	ROCK2
2A	11555843	11577652	E2F6
2A	11656681	11756630	GREB1
2A	11774715	11786459	NTSR2
2A	11863618	11945321	LPIN1
2A	12828028	12854621	TRIB2
2A	14790134	14793720	FAM84A
2A	15317298	15710960	NBAS
2A	15741614	15778901	DDX1
2A	16088031	16092950	MYCN
2A	16742843	16811161	FAM49A
2A	17714002	17721714	RAD51AP2
2A	17743821	17860200	VSNL1
2A	17867526	17955078	SMC6
2A	17961188	17983086	GEN1
2A	18017702	18018283	MSGN1
2A	18080803	18134987	KCNS3
2A	18761975	18795738	NT5C1B-RDH14
2A	19567604	19574740	OSR1
2A	20120226	20125456	TTC32
2A	20133705	20213463	WDR35
2A	20215380	20237296	MATN3
2A	20255005	20274060	LAPTM4A
2A	20469237	20547925	PUM2
2A	20671339	20673720	RHOB
2A	20845493	20877443	HS1BP3
2A	20892704	20897551	GDF7
2A	20911274	21050393	LDAH
2A	21254788	21297434	APOB
2A	21395300	21401769	TDRD15
2A	23688702	24019757	KLHL29
2A	24060351	24240663	ATAD2B
2A	24254539	24315204	UBXN2A
2A	24324981	24341510	MFSD2B
2A	24345378	24362658	WDCP
2A	24364969	24379459	FKBP1B
2A	24383860	24393122	SF3B6
2A	24394030	24401828	TP53I3
2A	24430265	24439436	PFN4
2A	24440321	24486052	FAM228B
2A	24493495	24510099	FAM228A
2A	24521282	24673643	ITSN2
2A	24897611	25081410	NCOA1
2A	25104296	25107425	PTRHD1
2A	25107717	25136805	CENPO
2A	25133612	25238015	ADCY3
2A	25262777	25291456	DNAJC27
2A	25337494	25338027	ARPC3
2A	25373070	25488172	EFR3B
2A	25494472	25502382	POMC
2A	25565453	25674130	DNMT3A
2A	25710575	26014777	DTNB
2A	26079541	26223761	ASXL2
2A	26278060	26333915	KIF3C
2A	26387405	26492408	RAB10
2A	26533438	26547126	GAREM2
2A	26548100	26602935	HADHA
2A	26602957	26649535	HADHB
2A	26669023	26678473	ADGRF3
2A	26709845	26759120	SELENOI
2A	26765127	26820849	DRC1
2A	26930299	26947134	C2orf70
2A	26948904	27012721	CIB4
2A	27064436	27102824	KCNK3
2A	27139437	27155090	SLC35F6
2A	27162936	27170014	CENPA
2A	27224402	27326486	DPYSL5
2A	27391694	27401230	MAPRE3
2A	27406622	27415370	TMEM214
2A	27425321	27445161	AGBL5
2A	27453453	27461286	EMILIN1
2A	27461672	27474879	KHK
2A	27475558	27480301	CGREF1
2A	27499772	27507218	ABHD1
2A	27507167	27511082	PREB
2A	27513525	27612521	PRR30
2A	27526078	27529953	TCF23
2A	27578034	27591197	SLC5A6
2A	27590921	27596077	ATRAID
2A	27596291	27622755	CAD
2A	27633580	27642232	SLC30A3
2A	27656024	27659721	DNAJC5G
2A	27662013	27687307	TRIM54
2A	27687270	27688132	UCN
2A	27689351	27702712	MPV17
2A	27708489	27724348	GTF3C2
2A	27748017	27753995	EIF2B4
2A	27754504	27761174	SNX17
2A	27761279	27764795	ZNF513
2A	27765253	27795134	PPM1G
2A	27814705	27828511	NRBP1
2A	27828622	27830561	KRTCAP3
2A	27830639	27875739	IFT172
2A	27877917	27881301	FNDC4
2A	27882887	27909760	GCKR
2A	27923499	27949953	AC109829.1
2A	27959250	27965012	C2orf16
2A	27965511	28005502	ZNF512
2A	28008049	28011178	CCDC121
2A	28011412	28034694	GPN1
2A	28034662	28047475	SUPT7L
2A	28047364	28078817	SLC4A1AP
2A	28160203	28167099	MRPL33
2A	28168750	28276868	RBKS
2A	28807320	28807838	FOSL2
2A	28897348	29045419	PLB1
2A	29157068	29208584	PPP1CB
2A	29217208	29257008	SPDYA
2A	29256226	29277037	TRMT61B
2A	29302836	29356609	WDR43
2A	29389790	29461944	FAM179A
2A	29471368	29483943	C2orf71
2A	29527810	29590038	CLIP4
2A	29600715	30328482	ALK
2A	30567376	30581147	YPEL5
2A	30654281	30680606	LBH
2A	30885559	31069971	LCLAT1
2A	31161910	31234505	CAPN13
2A	31618083	31665404	CAPN14
2A	31681881	31716283	EHD3
2A	31792191	31872046	XDH
2A	32497200	32512775	DPY30
2A	32538670	32632841	SPAST
2A	32642900	32700716	SLC30A6
2A	32704239	32744577	NLRC4
2A	32757742	32785414	YIPF4
2A	32839632	33103106	BIRC6
2A	33112959	33308167	TTC27
2A	33441627	33900641	LTBP1
2A	33936497	34065317	RASGRP3
2A	34084274	34099841	FAM98A
2A	36887117	37052356	CRIM1
2A	37081776	37122159	FEZ2
2A	37226659	37342404	VIT
2A	37375943	37495150	STRN
2A	37509847	37614257	HEATR5B
2A	37614367	37626504	GPATCH11
2A	37636522	37676632	EIF2AK2
2A	37696483	37717227	SULT6B1
2A	37730012	37733863	CEBPZOS
2A	37731956	37760783	CEBPZ
2A	37760813	37779020	NDUFAF7
2A	37780352	37847441	PRKD3
2A	37875025	37903610	QPCT
2A	38179403	38207958	CDC42EP3
2A	38486127	38550406	RMDN2
2A	38606557	38615135	CYP1B1
2A	38838697	38928514	ATL2
2A	39034411	39035753	RPLP0
2A	39117203	39156639	HNRNPLL
2A	39225836	39301691	GALM
2A	39310835	39318717	SRSF7
2A	39345738	39350020	GEMIN6
2A	39369326	39448298	DHX57
2A	39448381	39455138	MORN2
2A	39491874	39544679	ARHGEF33
2A	39554355	39694568	SOS1
2A	39754665	39805228	CDKL4
2A	39825645	40015436	MAP4K3
2A	40245640	40298328	TMEM178A
2A	40317731	40361925	THUMPD2
2A	40732312	41060022	SLC8A1
2A	42612498	42627729	C2orf91
2A	42722754	42733359	PKDCC
2A	42846539	43007925	EML4
2A	43028245	43041280	COX7A2L
2A	43123250	43177614	KCNG3
2A	43250854	43386854	MTA3
2A	43440609	43441880	OXER1
2A	43895216	43896601	ZFP36L2
2A	43901753	44268245	THADA
2A	44309564	44438077	PLEKHH2
2A	44444141	44480499	DYNC2LI1
2A	44483606	44508429	ABCG5
2A	44508714	44552505	ABCG8
2A	44560243	44670572	LRPPRC
2A	44840121	44908505	PPM1B
2A	44961525	45009598	SLC3A1
2A	45009610	45050412	PREPL
2A	45397703	45466737	CAMKMT
2A	45637536	45639978	SIX3
2A	45702199	45706445	SIX2
2A	46089832	46313420	SRBD1
2A	46356512	46898544	PRKCE
2A	47018160	47107397	EPAS1
2A	47216219	47221474	TMEM247
2A	47249830	47257985	ATP6V1E2
2A	47319146	47358727	PIGF
2A	47358898	47366600	CRIPT
2A	47500543	47502153	SOCS5
2A	47650016	47689213	MCFD2
2A	47689023	47823189	TTC7A
2A	47833798	47904409	C2orf61
2A	47909122	47925989	CALM2
2A	48105166	48147435	EPCAM
2A	48280095	48329883	KCNK12
2A	48544720	48570234	MSH6
2A	48570204	48671280	FBXO11
2A	49093414	49157817	FOXN2
2A	49219771	49294084	PPP1R21
2A	49354930	49369657	STON1
2A	49390505	49453114	GTF2A1L
2A	49460111	49531727	LHCGR
2A	49743707	49937427	FSHR
2A	54512123	54633149	ASB3
2A	54613519	54621258	CHAC2
2A	54633071	54665651	ERLEC1
2A	54700187	54706985	GPR75
2A	54711030	54817695	PSME4
2A	54969825	55129051	ACYP2
2A	55115332	55116552	TSPYL6
2A	55194253	55224919	C2orf73
2A	55320143	55528813	SPTBN1
2A	55584248	55828725	EML6
2A	55830821	55909374	RTN4
2A	56033187	56083009	CLHC1
2A	56093023	56096950	RPS27A
2A	56097700	56124969	MTIF2
2A	56150483	56283942	CCDC88A
2A	56385086	56410917	CFAP36
2A	56415271	56483885	PPP4R3B
2A	56502275	56558173	PNPT1
2A	57047248	57252089	CCDC85A
2A	58909612	59019580	VRK2
2A	59018905	59101488	FANCL
2A	61307684	61409881	BCL11A
2A	61605806	61651945	PAPOLG
2A	61732367	61775159	REL
2A	61793729	61871637	PUS10
2A	61871087	61905723	PEX13
2A	61919667	61979149	KIAA1841
2A	62017620	62019960	C2orf74
2A	62039633	62272936	USP34
2A	62330924	62391638	XPO1
2A	62683848	62712876	FAM161A
2A	62727409	62747051	CCT4
2A	62764102	62994850	COMMD1
2A	63055463	63084497	B3GNT2
2A	63369511	63375759	TMEM17
2A	63577925	63913046	EHBP1
2A	63917529	63923021	OTX1
2A	63989243	64454238	WDPCP
2A	64454114	64472689	MDH1
2A	64707470	64760536	UGP2
2A	64761502	64890104	VPS54
2A	64960449	65016836	PELI1
2A	65333045	65339928	LGALSL
2A	65400536	65470395	AFTPH
2A	65513491	65514435	SERTAD2
2A	65880036	65914904	SLC1A4
2A	65947374	65978694	CEP68
2A	65978542	66022219	RAB1A
2A	66120595	66164163	ACTR2
2A	66211424	66335141	SPRED2
2A	67342830	67480163	MEIS1
2A	68304691	68317223	ETAA1
2A	68949790	68971919	C1D
2A	69039713	69067099	WDR92
2A	69067448	69081927	PNO1
2A	69086529	69163200	PPP3R1
2A	69201368	69228356	CNRIP1
2A	69275104	69307523	PLEK
2A	69364863	69370204	FBXO48
2A	69370505	69483541	APLF
2A	69547967	69557495	PROKR1
2A	69636288	69728784	ARHGAP25
2A	69767666	69773724	BMP10
2A	69847634	69856074	GKN2
2A	69877628	69884048	GKN1
2A	69916590	70162611	ANTXR1
2A	70235014	70306161	GFPT1
2A	70314653	70357321	NFU1
2A	70391171	70563155	AAK1
2A	70664443	70749120	ANXA4
2A	70752380	70802737	GMCL1
2A	70816942	70827811	SNRNP27
2A	70837975	70866434	MXD1
2A	70884229	70885260	ASPRV1
2A	71024683	71026169	PCBP1
2A	71088499	71123974	C2orf42
2A	71149511	71188769	TIA1
2A	71199153	71222339	PCYOX1
2A	71222528	71234867	SNRPG
2A	71237128	71243232	FAM136A
2A	71403020	71509753	TGFA
2A	71616031	71723667	ADD2
2A	71733221	71747086	FIGLA
2A	71765557	71776676	CLEC4F
2A	71786557	71792157	CD207
2A	71861398	71895879	VAX2
2A	71898305	71928995	ATP6V1B1
2A	71941952	71949003	ANKRD53
2A	71949444	71958680	TEX261
2A	72016279	72026872	NAGK
2A	72057195	72078158	MCEE
2A	72078208	72098000	MPHOSPH10
2A	72134191	72148011	PAIP2B
2A	72279537	72377878	ZNF638
2A	72410378	72631860	DYSF
2A	73078278	73093887	CYP26B1
2A	73127696	73784345	EXOC6B
2A	73842872	73847996	SPR
2A	73873379	73891622	EMX1
2A	73902441	74029849	SFXN5
2A	74032989	74072138	RAB11FIP5
2A	74165740	74174451	NOTO
2A	74177359	74190318	SMYD5
2A	74191099	74196350	PRADC1
2A	74197334	74216095	CCT7
2A	74218903	74232455	FBXO41
2A	74255085	74257856	EGR4
2A	74349693	74581670	ALMS1
2A	74612993	74614680	NAT8
2A	74704600	74712414	TPRKB
2A	74737240	74755752	DUSP11
2A	74764699	74775777	C2orf78
2A	74787641	74825364	STAMBP
2A	74890100	74922103	DGUOK
2A	75011990	75067008	TET3
2A	75099762	75112286	BOLA3
2A	75119222	75143137	MOB1A
2A	75163019	75178378	MTHFD2
2A	75184510	75277909	SLC4A5
2A	75322926	75342132	DCTN1
2A	75383543	75387552	WDR54
2A	75387660	75404529	RTKN
2A	75418925	75421866	INO80B
2A	75424986	75429341	MOGS
2A	75436678	75437536	MRPL53
2A	75439233	75447630	CCDC142
2A	75447776	75459265	TTC31
2A	75462215	75464413	LBX2
2A	75469768	75473306	PCGF1
2A	75479181	75481874	TLX2
2A	75482850	75490947	DQX1
2A	75491315	75494520	AUP1
2A	75495389	75498155	HTRA2
2A	75497989	75519117	LOXL3
2A	75519352	75522743	DOK1
2A	75523919	75616134	M1AP
2A	75622725	75649931	SEMA4F
2A	75802110	75863417	HK2
2A	75929518	75940597	POLE4
2A	76017342	76176706	TACR1
2A	76489117	76559259	EVA1A
2A	76645638	76654446	MRPL19
2A	76661540	76710511	GCFC2
2A	78535871	78537424	LRRTM4
2A	80091290	80094096	REG3G
2A	80145892	80148888	REG1B
2A	80180538	80183507	REG1A
2A	80217082	80219828	REG3A
2A	81371808	81374675	LRRTM1
2A	85589130	85625215	SUCLG1
2A	85682238	86000442	DNAH6
2A	86002774	86060825	TRABD2A
2A	86085072	86085735	TMSB10
2A	86207720	86234695	KCMF1
2A	86313732	86494723	TCF7L1
2A	86507172	86513546	TGOLN2
2A	86527458	86540194	RETSAT
2A	86540216	86577404	ELMOD3
2A	86581676	86598029	CAPG
2A	86618293	86624519	SH2D6
2A	86723960	86730077	MAT2A
2A	86733878	86746369	GGCX
2A	86765998	86770525	VAMP8
2A	86772903	86781884	VAMP5
2A	86784226	86786193	RNF181
2A	86787033	86791183	TMEM150A
2A	86804643	86838410	USP39
2A	86884668	86888065	GNLY
2A	86944343	86982837	ATOH8
2A	87033968	87085089	ST3GAL5
2A	87226335	87311511	POLR1A
2A	87311603	87343254	PTCD3
2A	87349052	87401882	IMMT
2A	87405707	87419903	MRPL35
2A	87420253	87549873	REEP1
2A	87657541	87710884	KDM3A
2A	87722882	87840679	CHMP3
2A	87953992	87988950	RMND5A
2A	87998228	88005335	CD8A
2A	88029890	88077549	CD8B
2A	88181988	88191600	PLGLB1
2A	88191177	88290343	RGPD1
2A	88333508	88362118	KRCC1
2A	88374149	88415033	SMYD1
2A	88427520	88432664	FABP1
2A	88474834	88492756	THNSL2
2A	88833794	88838737	TEX37
2A	88865683	88936720	EIF2AK3
2A	89001562	89057920	RPIA
2A	89295288	89295851	IGKV3D-7
2A	95048279	95053610	TEKT4
2A	95213429	95241250	MAL
2A	95277944	95314489	MRPS5
2A	95341126	95345115	ZNF514
2A	95358911	95377781	ZNF2
2A	95468790	95486667	PROM2
2A	95492704	95586880	KCNIP3
2A	95603511	95613965	FAHD2A
2A	95676647	95684402	TRIM43
2A	96050878	96212540	ANKRD36C
2A	96250299	96254231	GPAT2
2A	96341443	96343081	ADRA2B
2A	96350901	96366741	ASTL
2A	96424245	96448502	STARD7
2A	96491137	96506984	TMEM127
2A	96507196	96512991	CIAO1
2A	96515298	96546564	SNRNP200
2A	96567262	96569367	ITPRIPL1
2A	96576779	96614373	NCAPH
2A	96779220	96796506	ARID5A
2A	96839325	96884514	KANSL3
2A	96888990	96956260	FER1L5
2A	96957313	96991880	LMAN2L
2A	97012539	97064849	CNNM4
2A	97070021	97087657	CNNM3
2A	97092006	97098113	ANKRD23
2A	97102588	97112626	ANKRD39
2A	97114346	97120522	SEMA4C
2A	97130676	97275204	FAM178B
2A	97305575	97309328	SCYL2
2A	97338927	97350271	FAHD2B
2A	97369339	97480348	ANKRD36
2A	97816186	97818320	COX5B
2A	97826125	97834296	ACTR1B
2A	97886493	97912806	ZAP70
2A	97929220	98173410	TMEM131
2A	98277595	98502305	VWA3B
2A	98538855	98587561	CNGA3
2A	98634285	98780421	INPP4A
2A	98792294	98801383	COA5
2A	98801468	98811389	UNC50
2A	98818074	98927855	MGAT4A
2A	98995923	99140887	KIAA1211L
2A	99204765	99370813	TSGA10
2A	99371370	99377299	LIPT1
2A	99383618	99396862	MITD1
2A	99452526	99465158	LYG2
2A	99493572	99511963	LYG1
2A	99530081	99547446	TXNDC9
2A	99548420	99611810	EIF5B
2A	99611972	99701459	REV1
2A	99805414	100369053	AFF3
2A	100555188	100593027	LONRF2
2A	100664883	100691373	CHST10
2A	100744808	100757609	NMS
2A	101095425	101285563	NPAS2
2A	101297422	101448109	TBC1D8
2A	101551668	101568743	CNOT11
2A	101571728	101606866	RNF149
2A	101647139	101685663	CREG2
2A	101694369	101770765	RFX8
2A	101997910	102193200	MAP4K4
2A	102300732	102330533	IL1R2
2A	102372605	102479300	IL1R1
2A	102489510	102563719	IL1RL2
2A	102695735	102727731	IL18R1
2A	102749741	102782343	IL18RAP
2A	102805197	102865356	SLC9A4
2A	102946934	103038327	SLC9A2
2A	103044195	103063947	MFSD9
2A	103089886	103145610	TMEM182
2A	105389978	105451577	MRPS9
2A	105592454	105593760	GPR45
2A	105616198	105657509	TGFBRAP1
2A	105688712	105699992	C2orf49
2A	105712494	105742586	FHL2
2A	106174477	106255758	NCK2
2A	106421227	106433546	C2orf40
2A	106448691	106543640	UXS1
2A	107168764	107255026	ST6GAL2
2A	108250238	108277348	SLC5A7
2A	108610166	108754382	SULT1C3
2A	108777688	108798102	SULT1C2
2A	108817498	108827345	SULT1C4
2A	108885397	108935782	GCC2
2A	109163706	109228565	RANBP2
2A	109229572	109327731	CCDC138
2A	109345903	109443286	EDAR
2A	109798848	110001808	SH3RF3
2A	110117774	110119777	SOWAHC
2A	110491096	110525288	MALL
2A	110532020	110614617	NPHP1
2A	110723537	110767268	BUB1
2A	111226529	111277638	BCL2L11
2A	111883128	111984703	ANAPC1
2A	112018912	112154173	MERTK
2A	112184664	112239828	TMEM87B
2A	112260868	112310328	FBLN7
2A	112340472	112383492	ZC3H8
2A	112404027	112463089	ZC3H6
2A	112573673	112611996	TTL
2A	112625229	112660144	POLR1B
2A	112669414	112671488	CHCHD5
2A	112733505	112751349	SLC20A1
2A	112810017	112832580	NT5DC4
2A	112827575	112854363	CKAP2L
2A	112863649	112874586	IL1A
2A	112926002	112932999	IL1B
2A	113038748	113047462	IL36G
2A	113067692	113069862	IL36A
2A	113086178	113089704	IL36RN
2A	113095045	113103394	IL1F10
2A	113144376	113159966	IL1RN
2A	113210196	113231282	PSD4
2A	113246798	113306556	PAX8
2A	113449695	113507667	CBWD3
2A	113510736	113512109	FOXD4
2B	114114872	114130856	RABL2B
2B	114181843	114224734	SLC35F5
2B	114363560	114437239	ACTR3
2B	115680991	116359963	DPP10
2B	118359329	118377007	DDX18
2B	118461630	118561735	CCDC93
2B	118633174	118653858	INSIG2
2B	119415197	119419217	EN1
2B	119509255	119553118	MARCO
2B	119714286	119715752	C1QL2
2B	119780684	119822822	STEAP3
2B	119859911	119924075	C2orf76
2B	119924369	119929927	DBI
2B	119996886	119997448	TMEM37
2B	119999839	120085823	SCTR
2B	120106282	120218552	CFAP221
2B	120241001	120243972	TMEM177
2B	120326397	120544939	PTPN4
2B	120581253	120748428	EPB41L5
2B	120863496	120870915	RALB
2B	120923174	120926839	INHBB
2B	121378917	121575673	GLI2
2B	121817328	121879396	TFCP2L1
2B	121957345	122243133	CLASP1
2B	122322416	122332416	NIFK
2B	122351104	122363411	TSN
2B	124601369	125477089	CNTNAP5
2B	127323603	127365180	GYPC
2B	127735742	127798700	BIN1
2B	127877217	127910438	CYP27C1
2B	127999082	128037571	MAP3K2
2B	128114653	128125481	PROC
2B	128178019	128226824	IWS1
2B	128263264	128341564	MYO7B
2B	128342552	128369482	LIMS2
2B	128354084	128356796	GPR17
2B	128408528	128409175	SFT2D3
2B	128411529	128518260	WDR33
2B	128555195	128567250	POLR2D
2B	128570717	128594091	AMMECR1L
2B	128672695	128759534	SAP130
2B	128827519	128931343	UGGT1
